fok_20,novelty_20,bt,fail,log_cit_10
0.0,8.0,1.7857142857142856,20.357142857142858,2.5947991677049025
5.0,8.0,1.977552111170497,19.989310529128808,2.6410061726835767
2.0,8.0,1.4636696288552014,18.870883429168845,2.583348728952593
10.0,8.0,1.8495684340320593,20.160295930949445,2.6002065138513895
13.0,8.0,1.8193632228719947,21.377517868745937,2.576449259177315
6.0,8.0,1.6505406943653957,19.635742743312466,2.624538351626799
7.0,8.0,2.147577092511013,18.94273127753304,2.5985883064928235
12.0,14.0,3.1093836757357023,20.93281510272071,2.647773645285528
19.0,8.0,2.6920551543007223,22.390019697964544,2.52159664687831
15.0,9.0,2.1490933512424446,22.296843519140364,2.5693085349873335
17.0,8.0,2.666666666666667,22.45614035087719,2.54864749041763
17.0,14.0,4.178591871780195,21.579851173440183,2.627154651587521
14.0,8.0,2.259136212624585,21.86046511627907,2.553380843493424
18.0,8.0,1.8055555555555554,23.125,2.527679719166662
19.0,9.0,3.1078610603290677,20.59719683120049,2.569608374013705
7.0,16.0,2.5418060200668897,20.0,2.653903909140141
1.0,8.0,1.2149532710280373,17.149532710280376,2.67897268327264
1.0,9.0,1.627804663440387,19.357677078750548,2.624168972621959
7.0,9.0,2.31058570660935,17.517463729177862,2.6395627583090198
11.0,9.0,2.1173623714458563,18.632788868723534,2.6843810211009598
8.0,9.0,2.136258660508083,18.36027713625866,2.6665158255911208
7.0,19.0,4.563031709203403,16.318638824439287,2.8329396508858693
14.0,9.0,2.7741935483870965,21.35483870967742,2.5896359324829095
2.0,9.0,1.971153846153846,18.31730769230769,2.618595467651572
0.0,9.0,1.5734265734265735,22.785547785547784,2.5354786706762007
5.0,9.0,1.849894291754757,19.503171247357294,2.623686984208979
16.0,9.0,2.867132867132867,20.20979020979021,2.6351071312468943
18.0,9.0,2.4489795918367347,21.972789115646258,2.5283292774492976
10.0,9.0,2.547770700636943,19.80891719745223,2.6444392579810185
9.0,9.0,2.312138728323699,20.599054125065685,2.565281701083551
6.0,9.0,1.5250544662309369,18.51851851851852,2.6058939888839667
12.0,9.0,2.133965619442798,19.502074688796682,2.591517592599928
17.0,9.0,2.206405693950178,21.99288256227758,2.560958009751637
3.0,9.0,1.9948849104859334,18.823529411764707,2.6135318728953285
0.0,10.0,1.7580872011251758,21.448663853727147,2.5830454978369457
4.0,15.0,2.7559055118110236,18.175853018372703,2.719247159161049
10.0,10.0,2.157829839704069,19.42046855733662,2.6240825681393827
16.0,10.0,2.943237561317449,20.953048353188507,2.6229116934845154
3.0,10.0,1.3829787234042552,19.20212765957447,2.570182903941023
5.0,10.0,2.27803738317757,18.341121495327105,2.6366436792219363
9.0,10.0,2.901124925991711,20.1894612196566,2.6061258966107235
1.0,10.0,1.7811704834605597,18.52417302798982,2.647430161194971
8.0,10.0,2.5841346153846154,19.891826923076923,2.6365174558591766
17.0,10.0,2.1418020679468244,22.156573116691288,2.5524627144521768
19.0,10.0,2.0188425302826376,24.697173620457605,2.448113351208311
2.0,10.0,1.2709710218607015,16.878495170310117,2.6503245003688867
12.0,10.0,1.9987507807620237,21.486570893191757,2.6309894081605183
4.0,10.0,1.7051705170517053,19.251925192519252,2.5931331084856963
6.0,10.0,2.0361990950226243,18.721719457013574,2.62542278534046
7.0,10.0,1.9138755980861244,19.437799043062203,2.6469552315270657
11.0,10.0,2.496954933008526,21.07186358099878,2.6096779812555733
13.0,10.0,2.6214833759590794,21.099744245524295,2.5885575248520105
18.0,10.0,2.664890073284477,20.186542305129915,2.5827826929847153
15.0,10.0,2.6494565217391304,22.554347826086957,2.5746475023907003
6.0,11.0,1.1377245508982037,19.520958083832333,2.587839809237815
11.0,11.0,2.0491803278688523,23.126463700234194,2.5230165137004295
1.0,11.0,2.03862660944206,18.186695278969957,2.689806591501771
4.0,11.0,2.26537216828479,18.6084142394822,2.6419080585287604
18.0,11.0,2.1999999999999997,21.73333333333333,2.580075100819154
2.0,11.0,1.3725490196078431,18.529411764705884,2.626372957159124
17.0,11.0,2.5708635464733027,23.071852340145025,2.516992088706901
10.0,11.0,2.73224043715847,18.94353369763206,2.664951270635809
8.0,11.0,2.305961754780652,19.291338582677163,2.6327070991733343
15.0,11.0,2.599090318388564,20.79272254710851,2.602456801447978
3.0,11.0,1.7508754377188593,19.259629814907452,2.5885679164736763
9.0,11.0,1.808219178082192,21.15068493150685,2.5432494954341336
13.0,11.0,2.41635687732342,20.322180916976457,2.5703353528184882
19.0,11.0,2.519975414874001,24.0319606637984,2.497849429186258
16.0,11.0,2.4128686327077746,22.386058981233244,2.5711428223858848
4.0,12.0,1.8018018018018018,18.01801801801802,2.677847272771893
10.0,12.0,2.148664343786295,20.092915214866434,2.6131661076391404
1.0,12.0,2.5996533795493932,19.29520508376661,2.6721532645461017
12.0,12.0,2.607640994542147,20.43662825955124,2.6195271070244086
5.0,12.0,2.342786683107275,19.543773119605426,2.6310911543227355
3.0,12.0,1.9083969465648856,20.229007633587788,2.601488123731845
13.0,12.0,2.360774818401937,20.33898305084746,2.582263779042682
7.0,12.0,2.553916004540295,18.842224744608398,2.6202982254603113
2.0,12.0,3.0181086519114686,18.30985915492958,2.6631088535865755
16.0,12.0,3.350854139290407,22.996057818659658,2.5749985089184086
6.0,12.0,2.5806451612903225,18.70967741935484,2.6559136731607778
15.0,14.0,4.433221099887766,21.043771043771045,2.6218009917873015
18.0,12.0,2.5708635464733027,22.017139090309822,2.5403702855626316
9.0,12.0,2.6604973973395025,20.87912087912088,2.6027776792902335
0.0,12.0,1.8145161290322582,19.959677419354836,2.6581263011006753
11.0,15.0,2.1990104452996153,20.23089609675646,2.634136923477507
2.0,16.0,2.997076023391813,19.22514619883041,2.67131368248569
2.0,13.0,1.6648168701442843,17.092119866814652,2.668499412197152
7.0,13.0,1.868629671574179,19.70554926387316,2.581970581916046
15.0,13.0,2.176541717049577,20.37484885126965,2.6076153764433774
1.0,13.0,2.8142589118198873,19.63727329580988,2.6496475462728384
11.0,13.0,2.4764150943396226,19.98820754716981,2.638792280111324
12.0,13.0,2.7627627627627627,21.08108108108108,2.5900524946880408
6.0,13.0,2.7843601895734595,18.72037914691943,2.644806575590973
14.0,13.0,3.3333333333333335,21.13095238095238,2.5786284894196916
5.0,13.0,2.631578947368421,19.916267942583733,2.6288444506179087
17.0,13.0,3.7059538274605104,20.65613608748481,2.595207913477224
0.0,13.0,1.7158544955387784,20.041180507892932,2.6195090408042407
13.0,14.0,2.7960526315789473,20.888157894736842,2.603607699954717
0.0,14.0,2.146464646464646,18.939393939393938,2.6320423265673463
1.0,14.0,1.9820971867007673,20.20460358056266,2.646423947384474
6.0,14.0,3.488372093023256,19.15544675642595,2.667410223142214
18.0,14.0,2.902843601895735,22.45260663507109,2.5342927478578003
7.0,14.0,2.372685185185185,20.65972222222222,2.569126887311222
2.0,14.0,2.1914648212226067,19.377162629757784,2.6477546885300893
16.0,14.0,2.0334928229665072,21.5311004784689,2.5593763155926266
3.0,14.0,1.5921616656460504,18.187385180649112,2.659366991044532
9.0,14.0,1.549053356282272,20.36718301778543,2.5803503636748775
1.0,16.0,1.9198664440734556,21.202003338898166,2.6266927608986763
14.0,15.0,3.6452665941240476,21.164309031556037,2.63325850448258
17.0,15.0,3.626666666666667,22.88,2.60855676016499
3.0,15.0,1.087695445275323,19.4425560842964,2.6057846905637754
8.0,15.0,3.754693366708386,20.337922403003756,2.640938703230596
0.0,15.0,1.5460295151089247,19.817287420941675,2.60372618179228
10.0,15.0,2.140309155766944,18.96551724137931,2.664837005032968
6.0,16.0,2.7906976744186047,19.13621262458472,2.6615112461977026
0.0,16.0,2.6490066225165565,18.211920529801322,2.643242855107027
0.0,17.0,3.285593934288121,19.12384161752317,2.644119085650639
1.0,19.0,4.556650246305419,19.458128078817737,2.6862466336156574
2.0,19.0,4.642857142857143,14.285714285714285,2.820504159857478
0.0,18.0,2.4051803885291396,18.501387604070306,2.677817671881804
