pyear,nber_cat,inventor_id,assignee_id,appln_id,log_novelty,log_novelty_low,log_novelty_hi,fok,fok_low,fok_hi,bt,bt_low,bt_hi,fail,fail_low,fail_hi,log_cit_10,log_cit_10_low,log_cit_10_hi
1988,5,1192,253,1340,0.9023300949072486,0.8543314974974896,0.9503286923170076,0.8682780896354738,0.8634781921543949,0.8730779871165527,0.013601741022850925,0.008304802987056674,0.018898679058645174,0.28454842219804133,0.26391507400834524,0.3051817703877374,2.017636079885523,1.9765502350528699,2.0587219247181765
1988,6,955,290,1020,0.8534174276163277,0.8015292432212755,0.9053056120113798,0.8325225166666664,0.8237573570796397,0.8412876762536932,0.007885304659498209,0.0032421316685002383,0.01252847765049618,0.2745519713261649,0.25112370673831885,0.2979802359140109,2.018663981536114,1.9738922335768734,2.063435729495354
1988,9999,92,22,90,0.8628863532073477,0.7193664369177694,1.0064062694969262,0.8397472596296296,0.8177200310204102,0.861774488238849,0.022222222222222223,-0.0027362212192947495,0.0471806656637392,0.3333333333333333,0.25351596302054724,0.4131507036461194,2.9519931352082027,2.804126412221181,3.0998598581952246
1989,1,2198,337,2619,0.9280678889653228,0.8919248251957794,0.9642109527348661,0.8628307008040339,0.8598630903886739,0.8657983112193939,0.01499877059257438,0.011262669648016957,0.018734871537131804,0.2790754856159331,0.2652882205377021,0.29286275069416406,1.9582347920197927,1.9260097850940676,1.9904597989455177
1989,2,1462,189,1706,0.6883532741127601,0.6575852999241527,0.7191212483013676,0.8475469326898357,0.8436988152635451,0.8513950501161264,0.02871174914998111,0.022348703417755644,0.03507479488220658,0.17000377786173027,0.15569084956921664,0.1843167061542439,2.872566812316211,2.8350033614677796,2.9101302631646426
1989,3,1045,256,1210,0.8584951631993729,0.8046589707402987,0.9123313556584471,0.7303068607337517,0.7247721605351826,0.7358415609323209,0.013626834381551363,0.008423295092877137,0.018830373670225588,0.19811320754716982,0.1802238818998252,0.21600253319451446,2.5252630777312843,2.4761867001821765,2.574339455280392
1989,4,2030,286,2285,0.6890976352100098,0.6606774816280552,0.7175177887919644,0.8241846063123528,0.8196565680632978,0.8287126445614078,0.019596199524940617,0.014914290909823364,0.024278108140057868,0.2327790973871734,0.21850440637525195,0.24705378839909484,2.276587411590484,2.2446187194517435,2.3085561037292246
1989,5,1429,277,1565,0.7460802691324784,0.7063684823597829,0.7857920559051739,0.8644171273570452,0.8594637561074735,0.869370498606617,0.017109410175596577,0.011714928878156044,0.02250389147303711,0.25574065736154883,0.23759212040208086,0.2738891943210168,2.092543266715789,2.0531840582819614,2.1319024751496167
1989,6,1120,348,1173,0.7814924112548718,0.7339049658456418,0.8290798566641018,0.8207406829149679,0.8116458950681478,0.8298354707617881,0.015568862275449102,0.0096293742313287,0.021508350319569505,0.22934131736526947,0.20917158700802602,0.24951104772251292,2.135586357142276,2.0922172196900064,2.178955494594546
1989,9999,132,28,103,0.7928578570407171,0.6639935723713635,0.9217221417100707,0.9148116869186054,0.9061017677777206,0.9235216060594902,0.005813953488372093,-0.00558139534883721,0.017209302325581398,0.20348837209302326,0.14314579207519876,0.2638309521108477,2.9628721570326277,2.8242624923100847,3.1014818217551707
1990,1,2485,401,2974,0.9631745093395587,0.9294528859718071,0.9968961327073104,0.8678094398562727,0.8651504831128897,0.8704683965996557,0.01284843205574913,0.009590669622584572,0.016106194488913685,0.25631533101045295,0.24368588993405302,0.2689447720868529,2.059590020701173,2.030489721032407,2.0886903203699387
1990,2,1766,204,1904,0.6949634723418393,0.6653624711553477,0.7245644735283309,0.8559174908981453,0.8526137635936327,0.8592212182026578,0.026033192320208266,0.020402247684203425,0.031664136956213104,0.15945330296127563,0.14650707802338406,0.1723995278991672,2.944378418246806,2.9084314174583934,2.9803254190352186
1990,3,1341,328,1582,0.7989852129187843,0.7543961394535503,0.8435742863840183,0.7356440005523834,0.7306530320226678,0.740634969082099,0.04304761904761905,0.03528168161020412,0.05081355648503398,0.18704761904761905,0.17212713880657768,0.2019680992886604,2.6690018151077233,2.625745652685747,2.7122579775296995
1990,4,2367,353,2605,0.7051587453161262,0.6784690671090408,0.7318484235232117,0.8267791816901431,0.8226378008932859,0.8309205624870003,0.03319919517102616,0.0276296493119138,0.03876874103013852,0.20321931589537223,0.19070983189529908,0.21572879989544538,2.4588686265178112,2.42813381522896,2.4896034378066623
1990,5,1710,349,1869,0.717199082890705,0.6829296421731286,0.7514685236082814,0.8631204747387898,0.858441203968237,0.8677997455093427,0.01593182660244535,0.01120705872171495,0.02065659448317575,0.2563912560207484,0.23991498422289953,0.2728675278185973,2.1834005869426516,2.1465631978543604,2.2202379760309428
1990,6,1409,406,1506,0.702807088131695,0.6637926259413752,0.7418215503220148,0.8351544337613428,0.8279109355850945,0.842397931937591,0.010435571687840291,0.006192025012527698,0.014679118363152884,0.24319419237749546,0.22527915780530264,0.2611092269496883,2.204739714608886,2.165334954598545,2.2441444746192265
1990,9999,180,38,141,1.015011383410969,0.9042274080934516,1.1257953587284866,0.8978716738493717,0.8883118261966001,0.9074315215021433,0.0,0.0,0.0,0.19665271966527198,0.14615529439036554,0.24715014494017842,3.3621798696940766,3.2351065190464063,3.489253220341747
1991,1,2841,438,3090,0.8930000640976663,0.8606405966788391,0.9253595315164935,0.8658265730711368,0.8629981410870653,0.8686550050552082,0.016463414634146342,0.01290732353742774,0.020019505730864945,0.24695121951219512,0.2348998944074081,0.25900254461698213,2.181770660921442,2.1540098724492913,2.2095314493935923
1991,2,2181,262,2344,0.6524881614886594,0.6260598337593523,0.6789164892179665,0.8497858724569954,0.846860626875235,0.8527111180387559,0.02926829268292683,0.023974018852740277,0.03456256651311339,0.1686777920410783,0.1569160474939245,0.1804395365882321,2.9977673520882635,2.9670321016081433,3.0285026025683837
1991,3,1613,394,1916,0.8109580684096873,0.7708332343162339,0.8510829025031408,0.7276339451490936,0.7234130561948052,0.731854834103382,0.04887795880725484,0.04146732324070549,0.056288594373804186,0.21088226252689823,0.1968614968301957,0.22490302822360078,2.8211265736624824,2.77918460818542,2.8630685391395447
1991,4,2569,390,2848,0.7335248627274933,0.7069155134503962,0.7601342120045904,0.8173044589116921,0.812952017909201,0.8216568999141832,0.02813004380908462,0.023208507230751692,0.033051580387417547,0.1929905464606871,0.18124376839499995,0.20473732452637428,2.5668424962536043,2.537624013437387,2.5960609790698217
1991,5,1916,404,2035,0.7181521327348622,0.685356057104064,0.7509482083656605,0.8626684283678233,0.8583027122528482,0.8670341444827985,0.02403204272363151,0.018547116614155815,0.029516968833107202,0.2513351134846462,0.2357995155212367,0.26687071144805574,2.237241540605788,2.2016023809766123,2.272880700234964
1991,6,1464,445,1445,0.7905404018513534,0.7496278788314893,0.8314529248712176,0.8470311204404868,0.8405983096985542,0.8534639311824194,0.009840674789128397,0.005651527556461655,0.01402982202179514,0.23851921274601687,0.220432826452674,0.2566055990393597,2.253424428264927,2.215554354316502,2.291294502213352
1991,9999,201,44,185,1.043950158897519,0.9394554943599587,1.1484448234350795,0.8801013356534958,0.8703013239157423,0.8899013473912493,0.1094224924012158,0.07563870681501354,0.14320627798741808,0.22188449848024316,0.1769163854134017,0.2668526115470846,3.395982294630149,3.27769255849211,3.5142720307681876
1992,1,3339,569,3513,0.8739112054702236,0.8446926090126567,0.9031298019277905,0.8568790302747878,0.8542314693387829,0.8595265912107928,0.02102300943552392,0.017404986739435562,0.02464103213161228,0.2228107929150803,0.2123161154815852,0.2333054703485754,2.3493024384932975,2.322960884803482,2.3756439921831127
1992,2,2647,322,2879,0.6301130752382823,0.6070408782519778,0.6531852722245868,0.8477629534425591,0.845047675133447,0.8504782317516713,0.019045668646323982,0.015211425141856959,0.022879912150791007,0.17960270325619496,0.1688349342910301,0.1903704722213598,3.0146531977794337,2.987522893920853,3.0417835016380144
1992,3,2258,534,2741,0.7159698548072874,0.6851005644105274,0.7468391452040474,0.7170902433977725,0.7135025450601881,0.7206779417353569,0.03530153393570078,0.030057850865109776,0.04054521700629178,0.1670519016600126,0.1564525687011993,0.1776512346188259,2.9287693369195824,2.895546726308044,2.961991947531121
1992,4,3130,487,3357,0.6735652626480855,0.650940656866165,0.696189868430006,0.8038377200490004,0.79966371550481,0.8080117245931909,0.026497277676951,0.02225607625052199,0.030738479103380005,0.20798548094373864,0.1972677520801744,0.21870320980730287,2.6223328374741945,2.5957883243233932,2.648877350624996
1992,5,2326,497,2337,0.6391904011066561,0.6112417617348782,0.6671390404784341,0.8688418702327502,0.8652344437446704,0.8724492967208299,0.032973122748683845,0.027146429980908725,0.03879981551645896,0.2227763923524522,0.20919856187708324,0.23635422282782115,2.3893853607236935,2.356336601651411,2.422434119795976
1992,6,1803,571,1839,0.7661175007058293,0.7298387634695381,0.8023962379421204,0.845447829954035,0.840394988157382,0.850500671750688,0.02545968882602546,0.019653119483038797,0.03126625816901213,0.20685997171145687,0.19192837223929057,0.22179157118362317,2.462971846979148,2.42729256115562,2.498651132802676
1992,9999,322,61,290,0.9542321361528087,0.8671667410318826,1.0412975312737347,0.8952058043339971,0.8888321256027647,0.9015794830652295,0.05168986083499006,0.032321980585063595,0.07105774108491653,0.18687872763419483,0.15277814427553016,0.2209793109928595,3.549175042250859,3.4592101787870075,3.63913990571471
1993,1,3968,735,4176,0.8591365868412965,0.8335419652611157,0.8847312084214772,0.8615258909858445,0.8592052762642075,0.8638465057074816,0.028455832771409305,0.024670999917884292,0.03224066562493432,0.21254214430209037,0.20322965108678245,0.22185463751739828,2.425915057270004,2.4019044071713895,2.4499257073686187
1993,2,3048,403,3426,0.6764766313132434,0.6545306025962898,0.698422660030197,0.8486110409674692,0.8462095149654987,0.8510125669694397,0.034945773799276984,0.030222795428446858,0.03966875217010711,0.17300740230676537,0.1632793494582654,0.18273545515526535,3.1473175384737098,3.1199895991646733,3.174645477782746
1993,3,3135,690,3746,0.7401870609743796,0.7133260464880048,0.7670480754607544,0.7176851623778976,0.7146482691511347,0.7207220556046605,0.042426009622393936,0.037655556916152674,0.0471964623286352,0.15585362297711036,0.14726893207738606,0.16443831387683466,2.95488454902109,2.9288351406801905,2.98093395736199
1993,4,3448,564,3802,0.6793447200462844,0.6573753885472262,0.7013140515453427,0.8344364847299263,0.8311395024796332,0.8377334669802193,0.024954851420128057,0.02103709634254061,0.028872606497715506,0.1845345591856838,0.17479164087675833,0.19427747749460925,2.7037493815350473,2.6786171951228366,2.728881567947258
1993,5,2748,629,2752,0.6280082184622988,0.60172269432662,0.6542937425979777,0.8595820263440734,0.8555801580927402,0.8635838945954066,0.019374416433239963,0.015246337822356026,0.0235024950441239,0.2126517273576097,0.20039710503826758,0.22490634967695183,2.4179336171784223,2.388607592322895,2.4472596420339494
1993,6,2174,731,2175,0.7674475727403214,0.7331614649350261,0.8017336805456167,0.8512375661467363,0.8465834041504136,0.855891728143059,0.025052192066805846,0.01976143749039674,0.030342946643214953,0.18461079630181926,0.1714762494934792,0.19774534311015932,2.5233289715474716,2.492186653307845,2.5544712897870983
1993,9999,423,82,425,0.966057381215111,0.8952969771063809,1.036817785323841,0.8663790976901398,0.8598071459586246,0.8729510494216549,0.07323943661971831,0.05406205883705317,0.09241681440238345,0.16901408450704225,0.14142792558058426,0.19660024343350024,3.528469653000959,3.4465731413455933,3.6103661646563245
1994,1,4604,876,4564,0.8321016653074917,0.807822537977904,0.8563807926370794,0.8542467664051453,0.8517975343407375,0.8566959984695531,0.0224156432574222,0.019247306271582745,0.025583980243261657,0.20961011088589485,0.20089836008048864,0.21832186169130105,2.4259334861457345,2.403911754217006,2.447955218074463
1994,2,4113,531,4769,0.6449370716601094,0.6269534385441345,0.6629207047760842,0.8367996065951577,0.8344948041558884,0.8391044090344271,0.03479918960791324,0.03087754264219436,0.03872083657363212,0.1513526397330473,0.14368372828219575,0.15902155118389885,3.2194597195664842,3.19732605414259,3.2415933849903786
1994,3,4023,878,4902,0.657185986288587,0.634011879863186,0.6803600927139881,0.693171678014697,0.6904933461587909,0.6958500098706032,0.031040912580892838,0.027480716862758714,0.03460110829902696,0.1692442689481189,0.1615468066268827,0.17694173126935508,2.8805586053070145,2.8572641848525273,2.9038530257615016
1994,4,4169,693,4578,0.6331549476815609,0.6139720398540559,0.6523378555090659,0.8330583692016076,0.8299362695787069,0.8361804688245082,0.02363150867823765,0.020191205170416938,0.02707181218605836,0.18397863818424567,0.17520300180302648,0.19275427456546487,2.734452537039416,2.7119674903916446,2.7569375836871877
1994,5,3156,810,3301,0.6393409875403406,0.616044578992185,0.6626373960884963,0.8584925143681211,0.8550381091813258,0.8619469195549164,0.021821631878557873,0.0178766536403257,0.025766610116790045,0.19772296015180266,0.18696864632562227,0.20847727397798305,2.5174403914123964,2.4895392036269492,2.5453415791978435
1994,6,2555,900,2625,0.7722621383830748,0.7419415019148596,0.8025827748512899,0.858143434734393,0.8543597435884613,0.8619271258803247,0.02521419828641371,0.0204059112667768,0.030022485306050617,0.18237454100367198,0.1705312469179136,0.19421783508943036,2.556519746139354,2.527545310701129,2.585494181577579
1994,9999,623,126,581,0.8987709960471347,0.8405444924511312,0.9569974996431383,0.8707628331508168,0.8650656315767338,0.8764600347248999,0.06820365033621517,0.05288206467247869,0.08352523599995165,0.17195004803073968,0.14901662824951778,0.19488346781196159,3.594833597401727,3.5286368079592707,3.6610303868441836
1995,1,5450,1077,5449,0.8393889283994689,0.817203201459969,0.8615746553389687,0.8513448520703103,0.849114875734826,0.8535748284057946,0.0338884019865615,0.030388528592405074,0.03738827538071792,0.20118804167883922,0.19343385054330536,0.20894223281437307,2.5116761262631297,2.4904692371830692,2.5328830153431903
1995,2,5150,719,6560,0.6458977615182147,0.630161663707471,0.6616338593289584,0.841799092677721,0.839941845411365,0.8436563399440771,0.034656975713525974,0.03128162865682528,0.03803232277022667,0.1719553270696685,0.16499199714292564,0.17891865699641138,3.15458489734739,3.1345296014820456,3.1746401932127344
1995,3,5170,1089,6351,0.6169464830585819,0.598656409472339,0.6352365566448248,0.6852533575580808,0.6830576220532154,0.6874490930629462,0.026764904894368845,0.024021929045473123,0.029507880743264568,0.17712953913239607,0.1706410813468588,0.18361799691793335,2.811388203530165,2.7918249409081355,2.830951466152195
1995,4,4767,893,5662,0.6248850848273111,0.6076390215998874,0.6421311480547348,0.8035720160490398,0.8002166757216527,0.806927356376427,0.03618805051469808,0.03241699202383862,0.03995910900555755,0.17202589408893135,0.1644052827835132,0.17964650539434948,2.8062371390931298,2.78582412142344,2.8266501567628195
1995,5,3479,920,3679,0.580996512985082,0.5591319392012026,0.6028610867689614,0.8581433897097559,0.8548248043476983,0.8614619750718135,0.026155923050961864,0.022092035961015884,0.030219810140907844,0.20097873776577793,0.1907748395165223,0.21118263601503356,2.4819879285935094,2.455729642421973,2.508246214765046
1995,6,3083,1128,3109,0.741295559641103,0.712198712203407,0.7703924070787991,0.8554440671942453,0.8518459754229213,0.8590421589655692,0.02369868810833686,0.01936149005611961,0.028035886160554108,0.19699534490055015,0.18565458441728716,0.20833610538381314,2.5093323122059195,2.4817369144540247,2.5369277099578142
1995,9999,829,162,806,0.9122588145073133,0.8604924917467319,0.9640251372678946,0.8775647624999989,0.8732451653362916,0.8818843596637063,0.0680515759312321,0.05483606372409715,0.08126708813836704,0.21131805157593123,0.1898946604511357,0.23274144270072675,3.4683208997216433,3.406286692345252,3.5303551070980346
1996,1,5783,1072,5863,0.8247139091668095,0.8037466938671302,0.8456811244664889,0.8512997437638811,0.8491449396008536,0.8534545479269086,0.029121119370354175,0.026039042000170827,0.032203196740537524,0.21810231744643638,0.2105329065595645,0.22567172833330826,2.4250270776858054,2.40498594196871,2.4450682134029007
1996,2,6259,818,8196,0.57893003489195,0.5650610827707493,0.5927989870131508,0.8438644615931945,0.842252462325237,0.845476460861152,0.030256012412723042,0.027436441783290688,0.033075583042155396,0.1840750405529304,0.17769576815620752,0.19045431294965326,3.092897063704033,3.0748194892001024,3.1109746382079635
1996,3,5268,1091,6606,0.5312248600023576,0.514536607064745,0.5479131129399701,0.6737106393715343,0.6713330793159729,0.6760881994270957,0.036959804415042784,0.03382405032001726,0.04009555851006831,0.18645286546343567,0.17997948921860707,0.19292624170826428,2.77962139784003,2.7597267374860825,2.7995160581939773
1996,4,5281,947,6730,0.5624124213099638,0.5474855592609408,0.5773392833589869,0.7924719145466028,0.7893586161980546,0.795585212895151,0.0319650067294751,0.02880270818247089,0.035127305276479316,0.1694986541049798,0.1627537894817533,0.1762435187282063,2.7874126821225635,2.769225835992287,2.80559952825284
1996,5,3788,975,3998,0.5956354506689081,0.5743836598643776,0.6168872414734387,0.8683783725368143,0.8652973217495517,0.8714594233240769,0.02763018065887354,0.023671478702174634,0.031588882615572446,0.1978138758160012,0.18819307646832914,0.20743467516367328,2.4821873767069618,2.458084970140149,2.5062897832737745
1996,6,3407,1169,3592,0.7390613923862357,0.7130359375523979,0.7650868472200735,0.8576228114789256,0.8541543478188635,0.8610912751389878,0.030641161884520013,0.026145237482556656,0.03513708628648337,0.1691462982642579,0.15936677629430868,0.1789258202342071,2.6527467635479685,2.62605603352154,2.679437493574397
1996,9999,1108,204,1150,0.8324973669924579,0.7896922674790567,0.8753024665058591,0.8888992403771688,0.8855881664704152,0.8922103142839225,0.06676860346585117,0.05572023648019709,0.07781697045150526,0.21967380224260957,0.20134878036054757,0.23799882412467158,3.3887061918160866,3.335140762147074,3.4422716214850992
1997,1,6457,1096,6746,0.720707209227847,0.7030283059822903,0.7383861124734038,0.8257454490462157,0.8233612432416945,0.828129654850737,0.031793103448275864,0.028937238974922928,0.034648967921628804,0.20027586206896553,0.19376150659225128,0.20679021754567978,2.479380311845718,2.460148119626853,2.498612504064583
1997,2,7914,910,10829,0.4785545184927273,0.46750480795376015,0.4896042290316944,0.8420942356350046,0.8406873159986866,0.8435011552713226,0.019767381213164344,0.01779694897133415,0.02173781345499454,0.18499973921660667,0.17950323211845068,0.19049624631476267,2.9896247637611273,2.9747782226771564,3.004471304845098
1997,3,6060,1177,7626,0.47675272002390556,0.46200293802389786,0.49150250202391327,0.6835578144712245,0.6814268916066402,0.6856887373358089,0.02343270764323396,0.021110445342280296,0.025754969944187623,0.19850325113483008,0.19237997785580846,0.2046265244138517,2.6731870109858127,2.6550313501240006,2.6913426718476248
1997,4,6423,1011,8348,0.5626420670687875,0.5491506891627772,0.5761334449747978,0.7905766866967077,0.7878414534047474,0.7933119199886679,0.027236842105263157,0.024649043363287066,0.029824640847239247,0.17828947368421053,0.17220432995573098,0.18437461741269007,2.7166666642549666,2.7004176760726444,2.732915652437289
1997,5,4184,1074,4477,0.5701182084723382,0.5507079459530083,0.589528470991668,0.8901577766378899,0.8879830132329283,0.8923325400428515,0.02791638570465273,0.024166559092800483,0.031666212316504974,0.21011463250168577,0.20084121177391218,0.21938805322945937,2.4255203875094753,2.401853177198633,2.4491875978203175
1997,6,4341,1286,4432,0.6746247253417816,0.6525299572508978,0.6967194934326655,0.8539843223095054,0.8511958450844416,0.8567727995345692,0.04269574356279559,0.03815368744153561,0.047237799684055566,0.15541250656857594,0.1472729543073774,0.16355205882977447,2.7679836076168414,2.743924651592995,2.792042563640688
1997,9999,1506,253,1507,0.7237168050186269,0.6894739996520256,0.7579596103852282,0.89804923381149,0.8955735788504432,0.9005248887725369,0.02328201276755539,0.017553433852178665,0.029010591682932112,0.20540743522343222,0.1900601213826641,0.22075474906420034,3.2431262546170774,3.203747176578213,3.282505332655942
1998,1,6748,1105,6908,0.733746583311326,0.7164312689339494,0.7510618976887027,0.8525439184492494,0.850485843638908,0.8546019932595907,0.02933480236881972,0.02659017037651001,0.032079434361129436,0.2454896019831979,0.23848945798058266,0.2524897459858132,2.3048056000174544,2.2859772888782635,2.3236339111566453
1998,2,8699,925,11923,0.46933437041395454,0.4588050027203861,0.479863738107523,0.855427113518314,0.8542689458924438,0.8565852811441842,0.015461509715994021,0.013808709102463282,0.017114310329524762,0.19249813153961137,0.18721655966856166,0.1977797034106611,2.8811422812490055,2.8670655031050467,2.8952190593929643
1998,3,6220,1167,7421,0.4136495711002399,0.3997918812751661,0.4275072609253137,0.6955667452031322,0.6934479606975469,0.6976855297087176,0.031184635862331243,0.02847226874963747,0.033897002975025015,0.21125689294542688,0.20488701875089171,0.21762676713996204,2.6197474292444114,2.6003568637087304,2.6391379947800924
1998,4,7070,1050,9162,0.5547127438956544,0.5420273345850035,0.5673981532063053,0.7828157465481791,0.7801391184841265,0.7854923746122316,0.02753258899865552,0.02508046238129684,0.0299847156160142,0.1799848015432279,0.17422760965000567,0.18574199343645015,2.6515396739500834,2.6364443473499444,2.6666350005502224
1998,5,4474,1031,4677,0.5933052354023393,0.5744364915664534,0.6121739792382251,0.8877125528005374,0.8855693076876292,0.8898557979134456,0.024310198128114743,0.020981979471194515,0.02763841678503497,0.2062720311170536,0.19752787841453906,0.21501618381956816,2.425161240444753,2.4027730555009605,2.4475494253885457
1998,6,4395,1223,4428,0.6073994672353079,0.5864884930390156,0.6283104414316002,0.8524029070184501,0.8491807221001308,0.8556250919367694,0.02257773190556057,0.019270333668635457,0.025885130142485686,0.17430009031092764,0.16585381672441143,0.18274636389744384,2.655715971545605,2.6334431211264655,2.6779888219647447
1998,9999,1537,228,1612,0.7670119941432917,0.7333361012221641,0.8006878870644193,0.8939663460508498,0.8913601749542948,0.8965725171474048,0.01864406779661017,0.013762016954552647,0.023526118638667694,0.19084745762711863,0.17666416458331538,0.20503075067092189,3.1198516241365355,3.082953887504313,3.156749360768758
1999,1,6716,1065,6651,0.7533416005764592,0.7346869168088941,0.7719962843440242,0.8605999226354512,0.858683298366046,0.8625165469048564,0.02250218467812409,0.02002147907355982,0.02498289028268836,0.2125691814739295,0.20572594824056367,0.21941241470729533,2.2817085081831605,2.263966880074643,2.299450136291678
1999,2,9827,1054,13381,0.47598044466109707,0.46599916337384284,0.4859617259483513,0.8431288763228088,0.8419346178681381,0.8443231347774794,0.01627953146714314,0.014716561904012966,0.017842501030273312,0.206789755807028,0.20178765564940668,0.2117918559646493,2.704358077172737,2.6915388609294193,2.717177293416055
1999,3,6246,1148,7473,0.39001779004704873,0.3766160744101616,0.40341950568393586,0.692894936446432,0.69079734667911,0.694992526213754,0.02191745706229172,0.019620066391774448,0.024214847732808995,0.19264291207382722,0.18645475447636856,0.1988310696712859,2.6107015852982998,2.5924425069583172,2.6289606636382823
